fact_id,variant_id,question,original_question,controlled_question,correct_answer,possible_answers,type
fact_0001,space_before_qmark,"Question: Who was the composer of Samson ?
Answer:",Who was the composer of Samson?,Who was the composer of Samson ?,George Frideric Handel,"[""George Frideric Handel"", ""Handel"", ""G. F. Handel"", ""Georg Friedrich Händel"", ""George Frederick Handel"", ""G. F. Händel"", ""Händel"", ""George Frideric""]",composer
fact_0001,no_qmark,"Question: Who was the composer of Samson
Answer:",Who was the composer of Samson?,Who was the composer of Samson,George Frideric Handel,"[""George Frideric Handel"", ""Handel"", ""G. F. Handel"", ""Georg Friedrich Händel"", ""George Frederick Handel"", ""G. F. Händel"", ""Händel"", ""George Frideric""]",composer
fact_0001,lower_first_char,"Question: who was the composer of Samson?
Answer:",Who was the composer of Samson?,who was the composer of Samson?,George Frideric Handel,"[""George Frideric Handel"", ""Handel"", ""G. F. Handel"", ""Georg Friedrich Händel"", ""George Frederick Handel"", ""G. F. Händel"", ""Händel"", ""George Frideric""]",composer
fact_0001,double_first_space,"Question: Who  was the composer of Samson?
Answer:",Who was the composer of Samson?,Who  was the composer of Samson?,George Frideric Handel,"[""George Frideric Handel"", ""Handel"", ""G. F. Handel"", ""Georg Friedrich Händel"", ""George Frederick Handel"", ""G. F. Händel"", ""Händel"", ""George Frideric""]",composer
fact_0002,original,"Question: Who was the producer of Reds?
Answer:",Who was the producer of Reds?,Who was the producer of Reds?,Warren Beatty,"[""Warren Beatty"", ""Henry Warren Beaty"", ""Henry Warren Beatty""]",producer
fact_0002,leading_space,"Question:  Who was the producer of Reds?
Answer:",Who was the producer of Reds?, Who was the producer of Reds?,Warren Beatty,"[""Warren Beatty"", ""Henry Warren Beaty"", ""Henry Warren Beatty""]",producer
fact_0002,trailing_space,"Question: Who was the producer of Reds? 
Answer:",Who was the producer of Reds?,Who was the producer of Reds? ,Warren Beatty,"[""Warren Beatty"", ""Henry Warren Beaty"", ""Henry Warren Beatty""]",producer
fact_0002,space_before_qmark,"Question: Who was the producer of Reds ?
Answer:",Who was the producer of Reds?,Who was the producer of Reds ?,Warren Beatty,"[""Warren Beatty"", ""Henry Warren Beaty"", ""Henry Warren Beatty""]",producer
fact_0002,no_qmark,"Question: Who was the producer of Reds
Answer:",Who was the producer of Reds?,Who was the producer of Reds,Warren Beatty,"[""Warren Beatty"", ""Henry Warren Beaty"", ""Henry Warren Beatty""]",producer
fact_0002,lower_first_char,"Question: who was the producer of Reds?
Answer:",Who was the producer of Reds?,who was the producer of Reds?,Warren Beatty,"[""Warren Beatty"", ""Henry Warren Beaty"", ""Henry Warren Beatty""]",producer
fact_0002,double_first_space,"Question: Who  was the producer of Reds?
Answer:",Who was the producer of Reds?,Who  was the producer of Reds?,Warren Beatty,"[""Warren Beatty"", ""Henry Warren Beaty"", ""Henry Warren Beatty""]",producer
fact_0003,original,"Question: Who was the producer of Mission Kashmir?
Answer:",Who was the producer of Mission Kashmir?,Who was the producer of Mission Kashmir?,Vidhu Vinod Chopra,"[""Vidhu Vinod Chopra""]",producer
fact_0003,leading_space,"Question:  Who was the producer of Mission Kashmir?
Answer:",Who was the producer of Mission Kashmir?, Who was the producer of Mission Kashmir?,Vidhu Vinod Chopra,"[""Vidhu Vinod Chopra""]",producer
fact_0003,trailing_space,"Question: Who was the producer of Mission Kashmir? 
Answer:",Who was the producer of Mission Kashmir?,Who was the producer of Mission Kashmir? ,Vidhu Vinod Chopra,"[""Vidhu Vinod Chopra""]",producer
fact_0003,space_before_qmark,"Question: Who was the producer of Mission Kashmir ?
Answer:",Who was the producer of Mission Kashmir?,Who was the producer of Mission Kashmir ?,Vidhu Vinod Chopra,"[""Vidhu Vinod Chopra""]",producer
fact_0003,no_qmark,"Question: Who was the producer of Mission Kashmir
Answer:",Who was the producer of Mission Kashmir?,Who was the producer of Mission Kashmir,Vidhu Vinod Chopra,"[""Vidhu Vinod Chopra""]",producer
fact_0003,lower_first_char,"Question: who was the producer of Mission Kashmir?
Answer:",Who was the producer of Mission Kashmir?,who was the producer of Mission Kashmir?,Vidhu Vinod Chopra,"[""Vidhu Vinod Chopra""]",producer
fact_0003,double_first_space,"Question: Who  was the producer of Mission Kashmir?
Answer:",Who was the producer of Mission Kashmir?,Who  was the producer of Mission Kashmir?,Vidhu Vinod Chopra,"[""Vidhu Vinod Chopra""]",producer
fact_0004,original,"Question: Who was the composer of Cabaret?
Answer:",Who was the composer of Cabaret?,Who was the composer of Cabaret?,John Kander,"[""John Kander"", ""John Harold Kander""]",composer
fact_0004,leading_space,"Question:  Who was the composer of Cabaret?
Answer:",Who was the composer of Cabaret?, Who was the composer of Cabaret?,John Kander,"[""John Kander"", ""John Harold Kander""]",composer
fact_0004,trailing_space,"Question: Who was the composer of Cabaret? 
Answer:",Who was the composer of Cabaret?,Who was the composer of Cabaret? ,John Kander,"[""John Kander"", ""John Harold Kander""]",composer
fact_0004,space_before_qmark,"Question: Who was the composer of Cabaret ?
Answer:",Who was the composer of Cabaret?,Who was the composer of Cabaret ?,John Kander,"[""John Kander"", ""John Harold Kander""]",composer
fact_0004,no_qmark,"Question: Who was the composer of Cabaret
Answer:",Who was the composer of Cabaret?,Who was the composer of Cabaret,John Kander,"[""John Kander"", ""John Harold Kander""]",composer
fact_0004,lower_first_char,"Question: who was the composer of Cabaret?
Answer:",Who was the composer of Cabaret?,who was the composer of Cabaret?,John Kander,"[""John Kander"", ""John Harold Kander""]",composer
fact_0004,double_first_space,"Question: Who  was the composer of Cabaret?
Answer:",Who was the composer of Cabaret?,Who  was the composer of Cabaret?,John Kander,"[""John Kander"", ""John Harold Kander""]",composer
fact_0005,original,"Question: Who is the author of The Whole Family?
Answer:",Who is the author of The Whole Family?,Who is the author of The Whole Family?,Henry James,"[""Henry James"", ""Henricus James"", ""Alice Brown"", ""William Dean Howells"", ""William Howells"", ""Elizabeth Jordan"", ""Elizabeth Garver Jordan""]",author
fact_0005,leading_space,"Question:  Who is the author of The Whole Family?
Answer:",Who is the author of The Whole Family?, Who is the author of The Whole Family?,Henry James,"[""Henry James"", ""Henricus James"", ""Alice Brown"", ""William Dean Howells"", ""William Howells"", ""Elizabeth Jordan"", ""Elizabeth Garver Jordan""]",author
fact_0005,trailing_space,"Question: Who is the author of The Whole Family? 
Answer:",Who is the author of The Whole Family?,Who is the author of The Whole Family? ,Henry James,"[""Henry James"", ""Henricus James"", ""Alice Brown"", ""William Dean Howells"", ""William Howells"", ""Elizabeth Jordan"", ""Elizabeth Garver Jordan""]",author
fact_0005,space_before_qmark,"Question: Who is the author of The Whole Family ?
Answer:",Who is the author of The Whole Family?,Who is the author of The Whole Family ?,Henry James,"[""Henry James"", ""Henricus James"", ""Alice Brown"", ""William Dean Howells"", ""William Howells"", ""Elizabeth Jordan"", ""Elizabeth Garver Jordan""]",author
fact_0005,no_qmark,"Question: Who is the author of The Whole Family
Answer:",Who is the author of The Whole Family?,Who is the author of The Whole Family,Henry James,"[""Henry James"", ""Henricus James"", ""Alice Brown"", ""William Dean Howells"", ""William Howells"", ""Elizabeth Jordan"", ""Elizabeth Garver Jordan""]",author
fact_0005,lower_first_char,"Question: who is the author of The Whole Family?
Answer:",Who is the author of The Whole Family?,who is the author of The Whole Family?,Henry James,"[""Henry James"", ""Henricus James"", ""Alice Brown"", ""William Dean Howells"", ""William Howells"", ""Elizabeth Jordan"", ""Elizabeth Garver Jordan""]",author
fact_0005,double_first_space,"Question: Who  is the author of The Whole Family?
Answer:",Who is the author of The Whole Family?,Who  is the author of The Whole Family?,Henry James,"[""Henry James"", ""Henricus James"", ""Alice Brown"", ""William Dean Howells"", ""William Howells"", ""Elizabeth Jordan"", ""Elizabeth Garver Jordan""]",author
fact_0006,original,"Question: Who was the composer of Introduction and Allegro?
Answer:",Who was the composer of Introduction and Allegro?,Who was the composer of Introduction and Allegro?,Maurice Ravel,"[""Maurice Ravel"", ""Joseph-Maurice Ravel"", ""Maurice Joseph Ravel""]",composer
fact_0006,leading_space,"Question:  Who was the composer of Introduction and Allegro?
Answer:",Who was the composer of Introduction and Allegro?, Who was the composer of Introduction and Allegro?,Maurice Ravel,"[""Maurice Ravel"", ""Joseph-Maurice Ravel"", ""Maurice Joseph Ravel""]",composer
fact_0006,trailing_space,"Question: Who was the composer of Introduction and Allegro? 
Answer:",Who was the composer of Introduction and Allegro?,Who was the composer of Introduction and Allegro? ,Maurice Ravel,"[""Maurice Ravel"", ""Joseph-Maurice Ravel"", ""Maurice Joseph Ravel""]",composer
fact_0006,space_before_qmark,"Question: Who was the composer of Introduction and Allegro ?
Answer:",Who was the composer of Introduction and Allegro?,Who was the composer of Introduction and Allegro ?,Maurice Ravel,"[""Maurice Ravel"", ""Joseph-Maurice Ravel"", ""Maurice Joseph Ravel""]",composer
fact_0006,no_qmark,"Question: Who was the composer of Introduction and Allegro
Answer:",Who was the composer of Introduction and Allegro?,Who was the composer of Introduction and Allegro,Maurice Ravel,"[""Maurice Ravel"", ""Joseph-Maurice Ravel"", ""Maurice Joseph Ravel""]",composer
fact_0006,lower_first_char,"Question: who was the composer of Introduction and Allegro?
Answer:",Who was the composer of Introduction and Allegro?,who was the composer of Introduction and Allegro?,Maurice Ravel,"[""Maurice Ravel"", ""Joseph-Maurice Ravel"", ""Maurice Joseph Ravel""]",composer
fact_0006,double_first_space,"Question: Who  was the composer of Introduction and Allegro?
Answer:",Who was the composer of Introduction and Allegro?,Who  was the composer of Introduction and Allegro?,Maurice Ravel,"[""Maurice Ravel"", ""Joseph-Maurice Ravel"", ""Maurice Joseph Ravel""]",composer
fact_0007,original,"Question: Who was the screenwriter for Uzak?
Answer:",Who was the screenwriter for Uzak?,Who was the screenwriter for Uzak?,Nuri Bilge Ceylan,"[""Nuri Bilge Ceylan""]",screenwriter
fact_0007,leading_space,"Question:  Who was the screenwriter for Uzak?
Answer:",Who was the screenwriter for Uzak?, Who was the screenwriter for Uzak?,Nuri Bilge Ceylan,"[""Nuri Bilge Ceylan""]",screenwriter
fact_0007,trailing_space,"Question: Who was the screenwriter for Uzak? 
Answer:",Who was the screenwriter for Uzak?,Who was the screenwriter for Uzak? ,Nuri Bilge Ceylan,"[""Nuri Bilge Ceylan""]",screenwriter
fact_0007,space_before_qmark,"Question: Who was the screenwriter for Uzak ?
Answer:",Who was the screenwriter for Uzak?,Who was the screenwriter for Uzak ?,Nuri Bilge Ceylan,"[""Nuri Bilge Ceylan""]",screenwriter
fact_0007,no_qmark,"Question: Who was the screenwriter for Uzak
Answer:",Who was the screenwriter for Uzak?,Who was the screenwriter for Uzak,Nuri Bilge Ceylan,"[""Nuri Bilge Ceylan""]",screenwriter
fact_0007,lower_first_char,"Question: who was the screenwriter for Uzak?
Answer:",Who was the screenwriter for Uzak?,who was the screenwriter for Uzak?,Nuri Bilge Ceylan,"[""Nuri Bilge Ceylan""]",screenwriter
fact_0007,double_first_space,"Question: Who  was the screenwriter for Uzak?
Answer:",Who was the screenwriter for Uzak?,Who  was the screenwriter for Uzak?,Nuri Bilge Ceylan,"[""Nuri Bilge Ceylan""]",screenwriter
fact_0008,original,"Question: Who was the producer of The Descendants?
Answer:",Who was the producer of The Descendants?,Who was the producer of The Descendants?,Alexander Payne,"[""Alexander Payne""]",producer
fact_0008,leading_space,"Question:  Who was the producer of The Descendants?
Answer:",Who was the producer of The Descendants?, Who was the producer of The Descendants?,Alexander Payne,"[""Alexander Payne""]",producer
fact_0008,trailing_space,"Question: Who was the producer of The Descendants? 
Answer:",Who was the producer of The Descendants?,Who was the producer of The Descendants? ,Alexander Payne,"[""Alexander Payne""]",producer
fact_0008,space_before_qmark,"Question: Who was the producer of The Descendants ?
Answer:",Who was the producer of The Descendants?,Who was the producer of The Descendants ?,Alexander Payne,"[""Alexander Payne""]",producer
fact_0008,no_qmark,"Question: Who was the producer of The Descendants
Answer:",Who was the producer of The Descendants?,Who was the producer of The Descendants,Alexander Payne,"[""Alexander Payne""]",producer
fact_0008,lower_first_char,"Question: who was the producer of The Descendants?
Answer:",Who was the producer of The Descendants?,who was the producer of The Descendants?,Alexander Payne,"[""Alexander Payne""]",producer
fact_0008,double_first_space,"Question: Who  was the producer of The Descendants?
Answer:",Who was the producer of The Descendants?,Who  was the producer of The Descendants?,Alexander Payne,"[""Alexander Payne""]",producer
fact_0009,original,"Question: Who was the screenwriter for One Life?
Answer:",Who was the screenwriter for One Life?,Who was the screenwriter for One Life?,Alexandre Astruc,"[""Alexandre Astruc""]",screenwriter
fact_0009,leading_space,"Question:  Who was the screenwriter for One Life?
Answer:",Who was the screenwriter for One Life?, Who was the screenwriter for One Life?,Alexandre Astruc,"[""Alexandre Astruc""]",screenwriter
fact_0009,trailing_space,"Question: Who was the screenwriter for One Life? 
Answer:",Who was the screenwriter for One Life?,Who was the screenwriter for One Life? ,Alexandre Astruc,"[""Alexandre Astruc""]",screenwriter
fact_0009,space_before_qmark,"Question: Who was the screenwriter for One Life ?
Answer:",Who was the screenwriter for One Life?,Who was the screenwriter for One Life ?,Alexandre Astruc,"[""Alexandre Astruc""]",screenwriter
fact_0009,no_qmark,"Question: Who was the screenwriter for One Life
Answer:",Who was the screenwriter for One Life?,Who was the screenwriter for One Life,Alexandre Astruc,"[""Alexandre Astruc""]",screenwriter
fact_0009,lower_first_char,"Question: who was the screenwriter for One Life?
Answer:",Who was the screenwriter for One Life?,who was the screenwriter for One Life?,Alexandre Astruc,"[""Alexandre Astruc""]",screenwriter
fact_0009,double_first_space,"Question: Who  was the screenwriter for One Life?
Answer:",Who was the screenwriter for One Life?,Who  was the screenwriter for One Life?,Alexandre Astruc,"[""Alexandre Astruc""]",screenwriter
fact_0010,original,"Question: Who was the composer of Walker?
Answer:",Who was the composer of Walker?,Who was the composer of Walker?,Joe Strummer,"[""Joe Strummer"", ""John Graham Mellor""]",composer
fact_0010,leading_space,"Question:  Who was the composer of Walker?
Answer:",Who was the composer of Walker?, Who was the composer of Walker?,Joe Strummer,"[""Joe Strummer"", ""John Graham Mellor""]",composer
fact_0010,trailing_space,"Question: Who was the composer of Walker? 
Answer:",Who was the composer of Walker?,Who was the composer of Walker? ,Joe Strummer,"[""Joe Strummer"", ""John Graham Mellor""]",composer
fact_0010,space_before_qmark,"Question: Who was the composer of Walker ?
Answer:",Who was the composer of Walker?,Who was the composer of Walker ?,Joe Strummer,"[""Joe Strummer"", ""John Graham Mellor""]",composer
fact_0010,no_qmark,"Question: Who was the composer of Walker
Answer:",Who was the composer of Walker?,Who was the composer of Walker,Joe Strummer,"[""Joe Strummer"", ""John Graham Mellor""]",composer
fact_0010,lower_first_char,"Question: who was the composer of Walker?
Answer:",Who was the composer of Walker?,who was the composer of Walker?,Joe Strummer,"[""Joe Strummer"", ""John Graham Mellor""]",composer
fact_0010,double_first_space,"Question: Who  was the composer of Walker?
Answer:",Who was the composer of Walker?,Who  was the composer of Walker?,Joe Strummer,"[""Joe Strummer"", ""John Graham Mellor""]",composer
fact_0011,original,"Question: Who is the author of Camino Real?
Answer:",Who is the author of Camino Real?,Who is the author of Camino Real?,Tennessee Williams,"[""Tennessee Williams"", ""Thomas Lanier Williams III"", ""Thomas Lanier Williams"", ""Thomas Williams""]",author
fact_0011,leading_space,"Question:  Who is the author of Camino Real?
Answer:",Who is the author of Camino Real?, Who is the author of Camino Real?,Tennessee Williams,"[""Tennessee Williams"", ""Thomas Lanier Williams III"", ""Thomas Lanier Williams"", ""Thomas Williams""]",author
fact_0011,trailing_space,"Question: Who is the author of Camino Real? 
Answer:",Who is the author of Camino Real?,Who is the author of Camino Real? ,Tennessee Williams,"[""Tennessee Williams"", ""Thomas Lanier Williams III"", ""Thomas Lanier Williams"", ""Thomas Williams""]",author
fact_0011,space_before_qmark,"Question: Who is the author of Camino Real ?
Answer:",Who is the author of Camino Real?,Who is the author of Camino Real ?,Tennessee Williams,"[""Tennessee Williams"", ""Thomas Lanier Williams III"", ""Thomas Lanier Williams"", ""Thomas Williams""]",author
fact_0011,no_qmark,"Question: Who is the author of Camino Real
Answer:",Who is the author of Camino Real?,Who is the author of Camino Real,Tennessee Williams,"[""Tennessee Williams"", ""Thomas Lanier Williams III"", ""Thomas Lanier Williams"", ""Thomas Williams""]",author
fact_0011,lower_first_char,"Question: who is the author of Camino Real?
Answer:",Who is the author of Camino Real?,who is the author of Camino Real?,Tennessee Williams,"[""Tennessee Williams"", ""Thomas Lanier Williams III"", ""Thomas Lanier Williams"", ""Thomas Williams""]",author
fact_0011,double_first_space,"Question: Who  is the author of Camino Real?
Answer:",Who is the author of Camino Real?,Who  is the author of Camino Real?,Tennessee Williams,"[""Tennessee Williams"", ""Thomas Lanier Williams III"", ""Thomas Lanier Williams"", ""Thomas Williams""]",author
fact_0012,original,"Question: Who was the director of Nightmare?
Answer:",Who was the director of Nightmare?,Who was the director of Nightmare?,Freddie Francis,"[""Freddie Francis"", ""Frederick William Francis""]",director
fact_0012,leading_space,"Question:  Who was the director of Nightmare?
Answer:",Who was the director of Nightmare?, Who was the director of Nightmare?,Freddie Francis,"[""Freddie Francis"", ""Frederick William Francis""]",director
fact_0012,trailing_space,"Question: Who was the director of Nightmare? 
Answer:",Who was the director of Nightmare?,Who was the director of Nightmare? ,Freddie Francis,"[""Freddie Francis"", ""Frederick William Francis""]",director
fact_0012,space_before_qmark,"Question: Who was the director of Nightmare ?
Answer:",Who was the director of Nightmare?,Who was the director of Nightmare ?,Freddie Francis,"[""Freddie Francis"", ""Frederick William Francis""]",director
fact_0012,no_qmark,"Question: Who was the director of Nightmare
Answer:",Who was the director of Nightmare?,Who was the director of Nightmare,Freddie Francis,"[""Freddie Francis"", ""Frederick William Francis""]",director
fact_0012,lower_first_char,"Question: who was the director of Nightmare?
Answer:",Who was the director of Nightmare?,who was the director of Nightmare?,Freddie Francis,"[""Freddie Francis"", ""Frederick William Francis""]",director
fact_0012,double_first_space,"Question: Who  was the director of Nightmare?
Answer:",Who was the director of Nightmare?,Who  was the director of Nightmare?,Freddie Francis,"[""Freddie Francis"", ""Frederick William Francis""]",director
fact_0013,original,"Question: Who was the director of The Doors?
Answer:",Who was the director of The Doors?,Who was the director of The Doors?,Oliver Stone,"[""Oliver Stone"", ""William Oliver Stone""]",director
fact_0013,leading_space,"Question:  Who was the director of The Doors?
Answer:",Who was the director of The Doors?, Who was the director of The Doors?,Oliver Stone,"[""Oliver Stone"", ""William Oliver Stone""]",director
fact_0013,trailing_space,"Question: Who was the director of The Doors? 
Answer:",Who was the director of The Doors?,Who was the director of The Doors? ,Oliver Stone,"[""Oliver Stone"", ""William Oliver Stone""]",director
fact_0013,space_before_qmark,"Question: Who was the director of The Doors ?
Answer:",Who was the director of The Doors?,Who was the director of The Doors ?,Oliver Stone,"[""Oliver Stone"", ""William Oliver Stone""]",director
fact_0013,no_qmark,"Question: Who was the director of The Doors
Answer:",Who was the director of The Doors?,Who was the director of The Doors,Oliver Stone,"[""Oliver Stone"", ""William Oliver Stone""]",director
fact_0013,lower_first_char,"Question: who was the director of The Doors?
Answer:",Who was the director of The Doors?,who was the director of The Doors?,Oliver Stone,"[""Oliver Stone"", ""William Oliver Stone""]",director
fact_0013,double_first_space,"Question: Who  was the director of The Doors?
Answer:",Who was the director of The Doors?,Who  was the director of The Doors?,Oliver Stone,"[""Oliver Stone"", ""William Oliver Stone""]",director
fact_0014,original,"Question: Who was the composer of The Mission?
Answer:",Who was the composer of The Mission?,Who was the composer of The Mission?,Ennio Morricone,"[""Ennio Morricone"", ""Dan Savio"", ""Leo Nichols""]",composer
fact_0014,leading_space,"Question:  Who was the composer of The Mission?
Answer:",Who was the composer of The Mission?, Who was the composer of The Mission?,Ennio Morricone,"[""Ennio Morricone"", ""Dan Savio"", ""Leo Nichols""]",composer
fact_0014,trailing_space,"Question: Who was the composer of The Mission? 
Answer:",Who was the composer of The Mission?,Who was the composer of The Mission? ,Ennio Morricone,"[""Ennio Morricone"", ""Dan Savio"", ""Leo Nichols""]",composer
fact_0014,space_before_qmark,"Question: Who was the composer of The Mission ?
Answer:",Who was the composer of The Mission?,Who was the composer of The Mission ?,Ennio Morricone,"[""Ennio Morricone"", ""Dan Savio"", ""Leo Nichols""]",composer
fact_0014,no_qmark,"Question: Who was the composer of The Mission
Answer:",Who was the composer of The Mission?,Who was the composer of The Mission,Ennio Morricone,"[""Ennio Morricone"", ""Dan Savio"", ""Leo Nichols""]",composer
fact_0014,lower_first_char,"Question: who was the composer of The Mission?
Answer:",Who was the composer of The Mission?,who was the composer of The Mission?,Ennio Morricone,"[""Ennio Morricone"", ""Dan Savio"", ""Leo Nichols""]",composer
fact_0014,double_first_space,"Question: Who  was the composer of The Mission?
Answer:",Who was the composer of The Mission?,Who  was the composer of The Mission?,Ennio Morricone,"[""Ennio Morricone"", ""Dan Savio"", ""Leo Nichols""]",composer
fact_0015,original,"Question: Who was the director of Nashville?
Answer:",Who was the director of Nashville?,Who was the director of Nashville?,Robert Altman,"[""Robert Altman""]",director
fact_0015,leading_space,"Question:  Who was the director of Nashville?
Answer:",Who was the director of Nashville?, Who was the director of Nashville?,Robert Altman,"[""Robert Altman""]",director
fact_0015,trailing_space,"Question: Who was the director of Nashville? 
Answer:",Who was the director of Nashville?,Who was the director of Nashville? ,Robert Altman,"[""Robert Altman""]",director
fact_0015,space_before_qmark,"Question: Who was the director of Nashville ?
Answer:",Who was the director of Nashville?,Who was the director of Nashville ?,Robert Altman,"[""Robert Altman""]",director
fact_0015,no_qmark,"Question: Who was the director of Nashville
Answer:",Who was the director of Nashville?,Who was the director of Nashville,Robert Altman,"[""Robert Altman""]",director
fact_0015,lower_first_char,"Question: who was the director of Nashville?
Answer:",Who was the director of Nashville?,who was the director of Nashville?,Robert Altman,"[""Robert Altman""]",director
fact_0015,double_first_space,"Question: Who  was the director of Nashville?
Answer:",Who was the director of Nashville?,Who  was the director of Nashville?,Robert Altman,"[""Robert Altman""]",director
fact_0016,original,"Question: Who is the author of The Wild Duck?
Answer:",Who is the author of The Wild Duck?,Who is the author of The Wild Duck?,Henrik Ibsen,"[""Henrik Ibsen"", ""Henrik Johan Ibsen"", ""Henrich Johan Ibsen"", ""Henrich Ibsen""]",author
fact_0016,leading_space,"Question:  Who is the author of The Wild Duck?
Answer:",Who is the author of The Wild Duck?, Who is the author of The Wild Duck?,Henrik Ibsen,"[""Henrik Ibsen"", ""Henrik Johan Ibsen"", ""Henrich Johan Ibsen"", ""Henrich Ibsen""]",author
fact_0016,trailing_space,"Question: Who is the author of The Wild Duck? 
Answer:",Who is the author of The Wild Duck?,Who is the author of The Wild Duck? ,Henrik Ibsen,"[""Henrik Ibsen"", ""Henrik Johan Ibsen"", ""Henrich Johan Ibsen"", ""Henrich Ibsen""]",author
fact_0016,space_before_qmark,"Question: Who is the author of The Wild Duck ?
Answer:",Who is the author of The Wild Duck?,Who is the author of The Wild Duck ?,Henrik Ibsen,"[""Henrik Ibsen"", ""Henrik Johan Ibsen"", ""Henrich Johan Ibsen"", ""Henrich Ibsen""]",author
fact_0016,no_qmark,"Question: Who is the author of The Wild Duck
Answer:",Who is the author of The Wild Duck?,Who is the author of The Wild Duck,Henrik Ibsen,"[""Henrik Ibsen"", ""Henrik Johan Ibsen"", ""Henrich Johan Ibsen"", ""Henrich Ibsen""]",author
fact_0016,lower_first_char,"Question: who is the author of The Wild Duck?
Answer:",Who is the author of The Wild Duck?,who is the author of The Wild Duck?,Henrik Ibsen,"[""Henrik Ibsen"", ""Henrik Johan Ibsen"", ""Henrich Johan Ibsen"", ""Henrich Ibsen""]",author
fact_0016,double_first_space,"Question: Who  is the author of The Wild Duck?
Answer:",Who is the author of The Wild Duck?,Who  is the author of The Wild Duck?,Henrik Ibsen,"[""Henrik Ibsen"", ""Henrik Johan Ibsen"", ""Henrich Johan Ibsen"", ""Henrich Ibsen""]",author
fact_0017,original,"Question: In what city was Gintautas Umaras born?
Answer:",In what city was Gintautas Umaras born?,In what city was Gintautas Umaras born?,Kaunas,"[""Kaunas"", ""Kovno"", ""Kovne"", ""Kovna"", ""Kowno"", ""Kauen""]",place of birth
