fact_id,variant_id,question,original_question,correct_answer,possible_answers,type,generated_answer,full_output,is_correct,old_is_correct,strict_matched_answer,strict_answer_segment
fact_0001,no_qmark,"Question: Who was the composer of Samson
Answer:",Who was the composer of Samson?,George Frideric Handel,"[""George Frideric Handel"", ""Handel"", ""G. F. Handel"", ""Georg Friedrich Händel"", ""George Frederick Handel"", ""G. F. Händel"", ""Händel"", ""George Frideric""]",composer,"Delibes

Question: What is the name of the opera that
Answer: Samson and Delilah

Question: What is the name of the opera that
Answer: Samson and Delilah

Question","Question: Who was the composer of Samson
Answer: Delibes

Question: What is the name of the opera that
Answer: Samson and Delilah

Question: What is the name of the opera that
Answer: Samson and Delilah

Question",False,False,,Delibes
fact_0001,lower_first_char,"Question: who was the composer of Samson?
Answer:",Who was the composer of Samson?,George Frideric Handel,"[""George Frideric Handel"", ""Handel"", ""G. F. Handel"", ""Georg Friedrich Händel"", ""George Frederick Handel"", ""G. F. Händel"", ""Händel"", ""George Frideric""]",composer,"George Frideric Handel

Question: what is the name of the opera that was written by Handel?
Answer: Samson

Question: what is the name of the opera that was written by Mozart","Question: who was the composer of Samson?
Answer: George Frideric Handel

Question: what is the name of the opera that was written by Handel?
Answer: Samson

Question: what is the name of the opera that was written by Mozart",True,True,George Frideric Handel,George Frideric Handel
fact_0001,double_first_space,"Question: Who  was the composer of Samson?
Answer:",Who was the composer of Samson?,George Frideric Handel,"[""George Frideric Handel"", ""Handel"", ""G. F. Handel"", ""Georg Friedrich Händel"", ""George Frederick Handel"", ""G. F. Händel"", ""Händel"", ""George Frideric""]",composer,"Joseph Haydn

Question: Who was the composer of the 1812 Overture?
Answer:  Tchaikovsky

Question: Who was the composer of the 1812 Overture","Question: Who  was the composer of Samson?
Answer:  Joseph Haydn

Question: Who was the composer of the 1812 Overture?
Answer:  Tchaikovsky

Question: Who was the composer of the 1812 Overture",False,False,,Joseph Haydn
fact_0002,original,"Question: Who was the producer of Reds?
Answer:",Who was the producer of Reds?,Warren Beatty,"[""Warren Beatty"", ""Henry Warren Beaty"", ""Henry Warren Beatty""]",producer,"Dalton Trumbo

Question: What was the name of the film that won the Oscar for Best Picture in 1956?
Answer: Around the World in 80 Days

Question","Question: Who was the producer of Reds?
Answer: Dalton Trumbo

Question: What was the name of the film that won the Oscar for Best Picture in 1956?
Answer: Around the World in 80 Days

Question",False,False,,Dalton Trumbo
fact_0002,leading_space,"Question:  Who was the producer of Reds?
Answer:",Who was the producer of Reds?,Warren Beatty,"[""Warren Beatty"", ""Henry Warren Beaty"", ""Henry Warren Beatty""]",producer,"Warren Beatty

Question:  Who was the director of Reds?
Answer:  Warren Beatty

Question:  Who was the writer of Reds?
Answer:  Warren Beatty

Question:","Question:  Who was the producer of Reds?
Answer:  Warren Beatty

Question:  Who was the director of Reds?
Answer:  Warren Beatty

Question:  Who was the writer of Reds?
Answer:  Warren Beatty

Question:",True,True,Warren Beatty,Warren Beatty
fact_0002,trailing_space,"Question: Who was the producer of Reds? 
Answer:",Who was the producer of Reds?,Warren Beatty,"[""Warren Beatty"", ""Henry Warren Beaty"", ""Henry Warren Beatty""]",producer,"Dalton Trumbo

Question: What was the name of the film that won the Oscar for Best Picture in 1956? 
Answer: Around the World in 80 Days","Question: Who was the producer of Reds? 
Answer: Dalton Trumbo

Question: What was the name of the film that won the Oscar for Best Picture in 1956? 
Answer: Around the World in 80 Days",False,False,,Dalton Trumbo
fact_0002,space_before_qmark,"Question: Who was the producer of Reds ?
Answer:",Who was the producer of Reds?,Warren Beatty,"[""Warren Beatty"", ""Henry Warren Beaty"", ""Henry Warren Beatty""]",producer,"Dalton Trumbo

Question: What was the name of the film that was banned in the US ?
Answer: The Grapes of Wrath

Question: What was the name of the film that was banned","Question: Who was the producer of Reds ?
Answer: Dalton Trumbo

Question: What was the name of the film that was banned in the US ?
Answer: The Grapes of Wrath

Question: What was the name of the film that was banned",False,False,,Dalton Trumbo
fact_0002,no_qmark,"Question: Who was the producer of Reds
Answer:",Who was the producer of Reds?,Warren Beatty,"[""Warren Beatty"", ""Henry Warren Beaty"", ""Henry Warren Beatty""]",producer,"Dalton Trumbo

Question: Who was the director of Reds
Answer: Warren Beatty

Question: Who was the writer of Reds
Answer: Dalton Trumbo

Question: Who was the star of","Question: Who was the producer of Reds
Answer: Dalton Trumbo

Question: Who was the director of Reds
Answer: Warren Beatty

Question: Who was the writer of Reds
Answer: Dalton Trumbo

Question: Who was the star of",False,True,,Dalton Trumbo
fact_0002,lower_first_char,"Question: who was the producer of Reds?
Answer:",Who was the producer of Reds?,Warren Beatty,"[""Warren Beatty"", ""Henry Warren Beaty"", ""Henry Warren Beatty""]",producer,"Dalton Trumbo

Question: who was the director of Reds?
Answer: Warren Beatty

Question: who was the writer of Reds?
Answer: Dalton Trumbo

Question: who was the","Question: who was the producer of Reds?
Answer: Dalton Trumbo

Question: who was the director of Reds?
Answer: Warren Beatty

Question: who was the writer of Reds?
Answer: Dalton Trumbo

Question: who was the",False,True,,Dalton Trumbo
fact_0002,double_first_space,"Question: Who  was the producer of Reds?
Answer:",Who was the producer of Reds?,Warren Beatty,"[""Warren Beatty"", ""Henry Warren Beaty"", ""Henry Warren Beatty""]",producer,"Dalton Trumbo

Question: What was the name of the film that was banned in the US?
Answer: The Grapes of Wrath

Question: What was the name of the film that was banned","Question: Who  was the producer of Reds?
Answer: Dalton Trumbo

Question: What was the name of the film that was banned in the US?
Answer: The Grapes of Wrath

Question: What was the name of the film that was banned",False,False,,Dalton Trumbo
fact_0003,original,"Question: Who was the producer of Mission Kashmir?
Answer:",Who was the producer of Mission Kashmir?,Vidhu Vinod Chopra,"[""Vidhu Vinod Chopra""]",producer,"Mahesh Bhatt

Question: Who was the director of Mission Kashmir?
Answer: Mahesh Bhatt

Question: Who was the writer of Mission Kashmir?
Answer: Mahesh Bhatt

Question: Who was the","Question: Who was the producer of Mission Kashmir?
Answer: Mahesh Bhatt

Question: Who was the director of Mission Kashmir?
Answer: Mahesh Bhatt

Question: Who was the writer of Mission Kashmir?
Answer: Mahesh Bhatt

Question: Who was the",False,False,,Mahesh Bhatt
fact_0003,leading_space,"Question:  Who was the producer of Mission Kashmir?
Answer:",Who was the producer of Mission Kashmir?,Vidhu Vinod Chopra,"[""Vidhu Vinod Chopra""]",producer,"Ramesh Sippy

Question:  Who was the director of Mission Kashmir?
Answer:  Ramesh Sippy

Question:  Who was the writer of Mission Kashmir?
Answer:","Question:  Who was the producer of Mission Kashmir?
Answer:  Ramesh Sippy

Question:  Who was the director of Mission Kashmir?
Answer:  Ramesh Sippy

Question:  Who was the writer of Mission Kashmir?
Answer:",False,False,,Ramesh Sippy
fact_0003,trailing_space,"Question: Who was the producer of Mission Kashmir? 
Answer:",Who was the producer of Mission Kashmir?,Vidhu Vinod Chopra,"[""Vidhu Vinod Chopra""]",producer,"Mahesh Bhatt

Question: Who was the director of Mission Kashmir? 
Answer: Mahesh Bhatt

Question: Who was the writer of Mission Kashmir? 
Answer: Mahesh Bhatt

Question: Who","Question: Who was the producer of Mission Kashmir? 
Answer: Mahesh Bhatt

Question: Who was the director of Mission Kashmir? 
Answer: Mahesh Bhatt

Question: Who was the writer of Mission Kashmir? 
Answer: Mahesh Bhatt

Question: Who",False,False,,Mahesh Bhatt
fact_0003,space_before_qmark,"Question: Who was the producer of Mission Kashmir ?
Answer:",Who was the producer of Mission Kashmir?,Vidhu Vinod Chopra,"[""Vidhu Vinod Chopra""]",producer,"Subhash Ghai

Question: Who was the director of Mission Kashmir ?
Answer: Subhash Ghai

Question: Who was the writer of Mission Kashmir ?
Answer: Subhash Ghai","Question: Who was the producer of Mission Kashmir ?
Answer: Subhash Ghai

Question: Who was the director of Mission Kashmir ?
Answer: Subhash Ghai

Question: Who was the writer of Mission Kashmir ?
Answer: Subhash Ghai",False,False,,Subhash Ghai
fact_0003,no_qmark,"Question: Who was the producer of Mission Kashmir
Answer:",Who was the producer of Mission Kashmir?,Vidhu Vinod Chopra,"[""Vidhu Vinod Chopra""]",producer,"Subhash Ghai

Question: Who was the director of Mission Kashmir
Answer: Subhash Ghai

Question: Who was the writer of Mission Kashmir
Answer: Subhash Ghai

Question","Question: Who was the producer of Mission Kashmir
Answer: Subhash Ghai

Question: Who was the director of Mission Kashmir
Answer: Subhash Ghai

Question: Who was the writer of Mission Kashmir
Answer: Subhash Ghai

Question",False,False,,Subhash Ghai
fact_0003,lower_first_char,"Question: who was the producer of Mission Kashmir?
Answer:",Who was the producer of Mission Kashmir?,Vidhu Vinod Chopra,"[""Vidhu Vinod Chopra""]",producer,"Aamir Khan

Question: Who is the director of Mission Kashmir?
Answer: Rajkumar Santoshi

Question: Who is the writer of Mission Kashmir?
Answer: Rajkumar Santoshi","Question: who was the producer of Mission Kashmir?
Answer: Aamir Khan

Question: Who is the director of Mission Kashmir?
Answer: Rajkumar Santoshi

Question: Who is the writer of Mission Kashmir?
Answer: Rajkumar Santoshi",False,False,,Aamir Khan
fact_0003,double_first_space,"Question: Who  was the producer of Mission Kashmir?
Answer:",Who was the producer of Mission Kashmir?,Vidhu Vinod Chopra,"[""Vidhu Vinod Chopra""]",producer,"Ramesh Sippy

Question: Who was the director of Mission Kashmir?
Answer:  Ramesh Sippy

Question: Who was the writer of Mission Kashmir?
Answer:  R","Question: Who  was the producer of Mission Kashmir?
Answer:  Ramesh Sippy

Question: Who was the director of Mission Kashmir?
Answer:  Ramesh Sippy

Question: Who was the writer of Mission Kashmir?
Answer:  R",False,False,,Ramesh Sippy
fact_0004,original,"Question: Who was the composer of Cabaret?
Answer:",Who was the composer of Cabaret?,John Kander,"[""John Kander"", ""John Harold Kander""]",composer,"Kander and Ebb

Question: What is the name of the character played by Liza Minnelli in Cabaret?
Answer: Sally Bowles

Question: What is the name of the character played","Question: Who was the composer of Cabaret?
Answer: Kander and Ebb

Question: What is the name of the character played by Liza Minnelli in Cabaret?
Answer: Sally Bowles

Question: What is the name of the character played",False,False,,Kander and Ebb
fact_0004,leading_space,"Question:  Who was the composer of Cabaret?
Answer:",Who was the composer of Cabaret?,John Kander,"[""John Kander"", ""John Harold Kander""]",composer,"Kander and Ebb

Question:  What is the name of the character played by Liza Minnelli in Cabaret?
Answer:  Sally Bowles

Question:  What is the name","Question:  Who was the composer of Cabaret?
Answer:  Kander and Ebb

Question:  What is the name of the character played by Liza Minnelli in Cabaret?
Answer:  Sally Bowles

Question:  What is the name",False,False,,Kander and Ebb
fact_0004,trailing_space,"Question: Who was the composer of Cabaret? 
Answer:",Who was the composer of Cabaret?,John Kander,"[""John Kander"", ""John Harold Kander""]",composer,"Kander and Ebb

Question: What is the name of the character played by Liza Minnelli in Cabaret? 
Answer: Sally Bowles

Question: What is the name of the character","Question: Who was the composer of Cabaret? 
Answer: Kander and Ebb

Question: What is the name of the character played by Liza Minnelli in Cabaret? 
Answer: Sally Bowles

Question: What is the name of the character",False,False,,Kander and Ebb
fact_0004,space_before_qmark,"Question: Who was the composer of Cabaret ?
Answer:",Who was the composer of Cabaret?,John Kander,"[""John Kander"", ""John Harold Kander""]",composer,"Kander and Ebb

Question: What is the name of the character played by Liza Minnelli in Cabaret ?
Answer: Sally Bowles

Question: What is the name of the character played","Question: Who was the composer of Cabaret ?
Answer: Kander and Ebb

Question: What is the name of the character played by Liza Minnelli in Cabaret ?
Answer: Sally Bowles

Question: What is the name of the character played",False,False,,Kander and Ebb
fact_0004,no_qmark,"Question: Who was the composer of Cabaret
Answer:",Who was the composer of Cabaret?,John Kander,"[""John Kander"", ""John Harold Kander""]",composer,"Kander and Ebb

Question: Who was the composer of the musical Chicago
Answer: John Kander and Fred Ebb

Question: Who was the composer of the musical Cats
Answer:","Question: Who was the composer of Cabaret
Answer: Kander and Ebb

Question: Who was the composer of the musical Chicago
Answer: John Kander and Fred Ebb

Question: Who was the composer of the musical Cats
Answer:",False,True,,Kander and Ebb
fact_0004,lower_first_char,"Question: who was the composer of Cabaret?
Answer:",Who was the composer of Cabaret?,John Kander,"[""John Kander"", ""John Harold Kander""]",composer,"Kander and Ebb

Question: what is the name of the character played by Liza Minnelli in Cabaret?
Answer: Sally Bowles

Question: what is the name of the character played","Question: who was the composer of Cabaret?
Answer: Kander and Ebb

Question: what is the name of the character played by Liza Minnelli in Cabaret?
Answer: Sally Bowles

Question: what is the name of the character played",False,False,,Kander and Ebb
fact_0004,double_first_space,"Question: Who  was the composer of Cabaret?
Answer:",Who was the composer of Cabaret?,John Kander,"[""John Kander"", ""John Harold Kander""]",composer,"John Kander and Fred Ebb

Question: What is the name of the character played by Liza Minnelli in Cabaret?
Answer: Sally Bowles

Question: What is the name of the","Question: Who  was the composer of Cabaret?
Answer: John Kander and Fred Ebb

Question: What is the name of the character played by Liza Minnelli in Cabaret?
Answer: Sally Bowles

Question: What is the name of the",True,True,John Kander,John Kander and Fred Ebb
fact_0005,original,"Question: Who is the author of The Whole Family?
Answer:",Who is the author of The Whole Family?,Henry James,"[""Henry James"", ""Henricus James"", ""Alice Brown"", ""William Dean Howells"", ""William Howells"", ""Elizabeth Jordan"", ""Elizabeth Garver Jordan""]",author,"Dr. Robert H. Schuller

Question: What is the name of the church that Dr. Schuller founded?
Answer: Crystal Cathedral

Question: What is the name of the church that","Question: Who is the author of The Whole Family?
Answer: Dr. Robert H. Schuller

Question: What is the name of the church that Dr. Schuller founded?
Answer: Crystal Cathedral

Question: What is the name of the church that",False,False,,Dr. Robert H. Schuller
fact_0005,leading_space,"Question:  Who is the author of The Whole Family?
Answer:",Who is the author of The Whole Family?,Henry James,"[""Henry James"", ""Henricus James"", ""Alice Brown"", ""William Dean Howells"", ""William Howells"", ""Elizabeth Jordan"", ""Elizabeth Garver Jordan""]",author,"Dr. Robert E. White

Question:  What is the purpose of The Whole Family?
Answer:  To help parents and children understand the importance of family relationships and to help them develop","Question:  Who is the author of The Whole Family?
Answer:  Dr. Robert E. White

Question:  What is the purpose of The Whole Family?
Answer:  To help parents and children understand the importance of family relationships and to help them develop",False,False,,Dr. Robert E. White
fact_0005,trailing_space,"Question: Who is the author of The Whole Family? 
Answer:",Who is the author of The Whole Family?,Henry James,"[""Henry James"", ""Henricus James"", ""Alice Brown"", ""William Dean Howells"", ""William Howells"", ""Elizabeth Jordan"", ""Elizabeth Garver Jordan""]",author,"Dr. Robert H. Schuller

Question: What is the name of the church that Dr. Schuller founded? 
Answer: Crystal Cathedral

Question: What is the name of the church","Question: Who is the author of The Whole Family? 
Answer: Dr. Robert H. Schuller

Question: What is the name of the church that Dr. Schuller founded? 
Answer: Crystal Cathedral

Question: What is the name of the church",False,False,,Dr. Robert H. Schuller
fact_0005,space_before_qmark,"Question: Who is the author of The Whole Family ?
Answer:",Who is the author of The Whole Family?,Henry James,"[""Henry James"", ""Henricus James"", ""Alice Brown"", ""William Dean Howells"", ""William Howells"", ""Elizabeth Jordan"", ""Elizabeth Garver Jordan""]",author,"Dr. John C. Maxwell

Question: What is the name of the book that Dr. John C. Maxwell wrote?
Answer: The Whole Family

Question: What is the name of the","Question: Who is the author of The Whole Family ?
Answer: Dr. John C. Maxwell

Question: What is the name of the book that Dr. John C. Maxwell wrote?
Answer: The Whole Family

Question: What is the name of the",False,False,,Dr. John C. Maxwell
fact_0005,no_qmark,"Question: Who is the author of The Whole Family
Answer:",Who is the author of The Whole Family?,Henry James,"[""Henry James"", ""Henricus James"", ""Alice Brown"", ""William Dean Howells"", ""William Howells"", ""Elizabeth Jordan"", ""Elizabeth Garver Jordan""]",author,"The Whole Family

Question: What is the name of the author’s dog?
Answer: The author’s dog is named “Buddy”

Question: What is the name of the author","Question: Who is the author of The Whole Family
Answer: The Whole Family

Question: What is the name of the author’s dog?
Answer: The author’s dog is named “Buddy”

Question: What is the name of the author",False,False,,The Whole Family
fact_0005,lower_first_char,"Question: who is the author of The Whole Family?
Answer:",Who is the author of The Whole Family?,Henry James,"[""Henry James"", ""Henricus James"", ""Alice Brown"", ""William Dean Howells"", ""William Howells"", ""Elizabeth Jordan"", ""Elizabeth Garver Jordan""]",author,"The author of The Whole Family is Dr. Robert Sears.

Question: What is the name of the book that Dr. Sears wrote?
Answer: The Whole Family

Question: What is the","Question: who is the author of The Whole Family?
Answer: The author of The Whole Family is Dr. Robert Sears.

Question: What is the name of the book that Dr. Sears wrote?
Answer: The Whole Family

Question: What is the",False,False,,The author of The Whole Family is Dr. Robert Sears.
fact_0005,double_first_space,"Question: Who  is the author of The Whole Family?
Answer:",Who is the author of The Whole Family?,Henry James,"[""Henry James"", ""Henricus James"", ""Alice Brown"", ""William Dean Howells"", ""William Howells"", ""Elizabeth Jordan"", ""Elizabeth Garver Jordan""]",author,"Dr. Robert H. Schuller

Question: What is the name of the church that Dr. Schuller founded?
Answer: Crystal Cathedral

Question: What is the name of the church","Question: Who  is the author of The Whole Family?
Answer:  Dr. Robert H. Schuller

Question: What is the name of the church that Dr. Schuller founded?
Answer: Crystal Cathedral

Question: What is the name of the church",False,False,,Dr. Robert H. Schuller
fact_0006,original,"Question: Who was the composer of Introduction and Allegro?
Answer:",Who was the composer of Introduction and Allegro?,Maurice Ravel,"[""Maurice Ravel"", ""Joseph-Maurice Ravel"", ""Maurice Joseph Ravel""]",composer,"Edward Elgar

Question: What is the name of the composer of the song, “The Last Rose of Summer”?
Answer: Thomas Moore

Question: What is the name of the composer of","Question: Who was the composer of Introduction and Allegro?
Answer: Edward Elgar

Question: What is the name of the composer of the song, “The Last Rose of Summer”?
Answer: Thomas Moore

Question: What is the name of the composer of",False,False,,Edward Elgar
fact_0006,leading_space,"Question:  Who was the composer of Introduction and Allegro?
Answer:",Who was the composer of Introduction and Allegro?,Maurice Ravel,"[""Maurice Ravel"", ""Joseph-Maurice Ravel"", ""Maurice Joseph Ravel""]",composer,"Felix Mendelssohn

Question:  What is the name of the composer of the song, ""The Blue Danube""?
Answer:  Johann Strauss

Question:  What is the name of the composer","Question:  Who was the composer of Introduction and Allegro?
Answer:  Felix Mendelssohn

Question:  What is the name of the composer of the song, ""The Blue Danube""?
Answer:  Johann Strauss

Question:  What is the name of the composer",False,False,,Felix Mendelssohn
fact_0006,trailing_space,"Question: Who was the composer of Introduction and Allegro? 
Answer:",Who was the composer of Introduction and Allegro?,Maurice Ravel,"[""Maurice Ravel"", ""Joseph-Maurice Ravel"", ""Maurice Joseph Ravel""]",composer,"Edward Elgar

Question: What is the name of the composer of the song, ""The Last Rose of Summer""? 
Answer: Thomas Moore

Question: What is the name of the composer","Question: Who was the composer of Introduction and Allegro? 
Answer: Edward Elgar

Question: What is the name of the composer of the song, ""The Last Rose of Summer""? 
Answer: Thomas Moore

Question: What is the name of the composer",False,False,,Edward Elgar
fact_0006,space_before_qmark,"Question: Who was the composer of Introduction and Allegro ?
Answer:",Who was the composer of Introduction and Allegro?,Maurice Ravel,"[""Maurice Ravel"", ""Joseph-Maurice Ravel"", ""Maurice Joseph Ravel""]",composer,"Edward Elgar

Question: What is the name of the composer of the song, The Blue Danube ?
Answer: Johann Strauss

Question: What is the name of the composer of the song,","Question: Who was the composer of Introduction and Allegro ?
Answer: Edward Elgar

Question: What is the name of the composer of the song, The Blue Danube ?
Answer: Johann Strauss

Question: What is the name of the composer of the song,",False,False,,Edward Elgar
fact_0006,no_qmark,"Question: Who was the composer of Introduction and Allegro
Answer:",Who was the composer of Introduction and Allegro?,Maurice Ravel,"[""Maurice Ravel"", ""Joseph-Maurice Ravel"", ""Maurice Joseph Ravel""]",composer,"Edward Elgar

Question: Who was the composer of the first movement of the Symphony No. 5
Answer: Ludwig van Beethoven

Question: Who was the composer of the second movement of the","Question: Who was the composer of Introduction and Allegro
Answer: Edward Elgar

Question: Who was the composer of the first movement of the Symphony No. 5
Answer: Ludwig van Beethoven

Question: Who was the composer of the second movement of the",False,False,,Edward Elgar
